drep,vote,amount
drep10fcecuw3h3na96627x0s9l2guaycss7n8g3pdqg3x39rgj4l209,yes,23369018861405
drep15t44tkj2h0x7p2n8ewufh4fsk754adlftngrefzgz587sgm4k45,no,124329561697
drep1at8ej9hllmfjms7c5j3xm579qrn7xcn95avesf4s2za22ukhurv,yes,3832087086543
drep17wflxwksrg9jg8q9xpdlm0jcaenqrgldq06de8ql2xzvzdxskhu,yes,17031533738
drep1zzuasedw4v7ctfdfvrsmr6surqxh78fuakxvdnztu0y4xnc8cmk,yes,3739554040904
drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,yes,870720684937
drep1sh842zeupjceky6qyxculqdss67lcy97mx7aqzl9e3k3sr6xlga,yes,723330587216
drep18y3ch9fuefgt8ne87k9sjedm2y3pey5lcyzhpqkq02vujxntnxn,yes,16800176904
drep1tfv86z8swpdfhrfzvqcsy7850p0ag82ny4zlwa652pxv633pkf9,yes,417202001269
drep1rjxfg29kfrdx0ts4frlkm9jmev4ke3t2h7trgnwq73hl556dsfj,yes,1146977937
drep1rcpsmytwrcsq55vxpmtu3xamve042dzfa09e2q7pxpeh5nzf7s4,yes,195948879365
drep1kmc0z6709rkr2vt2mnhsf2mz0qg8zazc0uxrdnfgx48qxuewc3s,yes,1598047845783
drep1pjlm2g0vr69e0zncnqthltfnny3amtdr344jzee8ehvlw025dhu,yes,740419468347
drep1jdxaxuafcx4p4nk4qz4jt2jahds50aea9y0zx7yqrlduulw68zx,yes,1875766338637
drep1efj8hmm06p550extkumgsc9rs552dvlyrds20fvlsjdvy4wl890,yes,3626530192716
drep13tupcm5xg34kz7hq7cy7f67p2nszl6l0em2fjd4dp5kkgvyg6uw,yes,630554613118
drep1ng2exqa5zjz8wfd87wd7kkmlmurx2ef79ddlag7lww8hvtnjzuq,yes,542479236056
drep17pxh60vrch90fhqnj578064jka7hpuq6axx52g2qygjp7l0cyjd,yes,26048076671
drep1rzx40e940r986szxqam9vv5qs2jellg5jc7n2yu6eymj6mre4kp,yes,170504860629
drep1qufe0rxxke9a6de2jz62ssr9lh7qdd72ywd0wu0tascqvmhpxel,yes,1098583124132
drep13uw46mq3265hzpq865j838ht7sh0yzaawhkgtr2nk7lu79xzyrg,yes,2486574993755
drep1a8ydjrvsp4m6zhykan6pmvsz4lerxf2ynacwlvyus3rc5c2m46x,yes,38167552450
drep15td6lshfws8kezwkts6ysjacashk9y6ldl2v50klr3v8urfg02k,yes,256680614186
drep1yqmr09530yuehxdz2wca5setx03ps5tnxxrvzlgwmk3wswugxwh,no,212157467357
drep1assw7l953xsy73ndy9sxmeqwy4yhr3gentgax7lcjynz7qkg5zx,yes,708637903953
drep1esmla69yhjn3yr8f0wzjyya07942pxveer34szw9uqzygjfq3ap,yes,1999783062997
drep1xzfar8m5ymrqqcexn7az26wmq6402rf9hyldamfdvqz7ctwp6k0,yes,72165292689
drep1wgxemjt24eg22kpfpvdgy9hr5gnavx0ccglkvzd2rv86kfgu3y5,yes,426122833061
drep1ya6hzdt4kplm2zfnshschz8vweujcxt3f4azyvaplk6xjyw262e,yes,54704151867936
drep18c6dw0e6z9lx65f22zrzgl0z49j48k39ttxqk4q6h953utzepy5,yes,24426956803272
drep1a7vhjmrqr6682u0ljxws9tl8gun6sx7laq0qsjqmmurt6nzwctt,yes,3512704463623
drep1nvuyn6ldjenkcnjd005qt76ygmxuv5x2l2ram7eud4uywtrhp7k,yes,640718869919
drep1jcfgptx9j869j9jxrwyvvjldcuz6gjv5wp7g32k3yyq5sukjg87,yes,104049872202
drep1m8mnpykcjfyax5mcs42whu3dt347u8aq43x45ucs6dv3ztw0lez,yes,334166006703060
drep1gts2npdk6qyu2cmynyz583qffxnekzpsylz746jmk3epuwtmrhd,yes,3317711606
drep1h3wz72hly530mwd07cnln59h9ztqlw3d6cl7fp30dc7n7f6zcj8,yes,383842355286
drep176sktgzd9ggczd9jtqs9xn2ql5ygddayt3c423ckh6kp7rvdm2x,yes,4710983106
drep1gsnseus5um6kckgtyx3pvav23wv9ss2pzyndawtj3uqsw5dr4q5,yes,116374634966
drep1gm78qa2895ynwn4ekdxl678d5qq9cnfarvcxh6d37fhsy50j9vl,yes,69925578165
drep12zhz3cdfh9a898mpuftxztw4j45c26tnltz72gfr4f5tv7cd4lk,yes,5032830905909
drep1wcq08grlh3hr5ehrj3gjpww666c07c4f2ml0kjh6458v5kzjfcw,yes,767578732719
drep1000002hneyj7jl9y95m0zxdsg6dp9n9y59lvlm7xjqp4qh2jx7h,yes,59380989101087
drep1mkmnzmtlflcadyyy7g6ju3sn9ppcrut5wn73x00mfwmw642g5qy,yes,51790528561479
drep1nu929l5ev3elr89vyutv5s6gpdl5n5f4jnh6mzdwkz6rkqq5mdz,yes,71884185013
drep197uw8vcnn85whye0yqqes2tps773a3dcncgtqek05lh623md0ta,yes,1771618841029
drep16tsw66jtrver8ur3y3zzq2fl0m4swl4lwk88fvu8d4z4ydukrj0,yes,215989628063979
drep1t8hsjjvqh5lxp9p0ejsdh20wl2a6fc83u0l0asug8yhr6lgc03l,yes,30406766843
drep1smycdt70dg58adcxm7t9gyhznay3hkc48hznr5sss6dr72duwlz,yes,7375405090287
drep1lvs070xte7kfunnmx260lnc8fr66rpu7xzt90fz9s2ee5rympw9,yes,82237581777
drep1a328v5gr8464gpchjy593vmds6thk4ezsx3vmtvapqntw0vky3g,yes,235991699048
drep1g0g4ntlgxfnanvtqaa405y3ruszqyfhx46snptktzwg8xvtce0u,yes,10780316510359
drep1exdgf89aq3scdvuu05un5kngfgjau5vh8d4l972jaglqkjj2lkt,yes,0
drep1xyw2mnsg6fkr5wpp2et93m7ny2hk0css9cjptguqsnrn2ujk252,yes,1604380638970
drep14t63upry4za808ashszv0ntcc8wu3h8zfyrtwgjzrnqnyxp3dlv,yes,44962141184
drep1u632p38chcackajaw84rhsx7vpsxz4fcetee2tct8pyrgeftpr7,yes,3599609926540
drep1c604nf9akj2u2gqsqq8vqhw7jz6j0usvrr4ny68weqm95h8v2vk,yes,3577163878806
drep1j4llv3mhppzqvu39xzfwj6p26rysc5fd3nqzrpefly3vx3ya34a,yes,285023915233
drep155cz0w692c98wgf46zq4cz8sg9z8ycdat3qd39egygz6k2yawm6,yes,12622863560725
drep1wfwvaduzxyg75a67m5k0u4m746ymzefqs4nsxz2mrv5dwm22ntt,yes,29290919244615
drep1lry887awjprgwkqqn0q2xktp4f2z3crjv00tn6ql5prlcaaf2ky,yes,1228201332
drep1taampxjr7zn0a89ple2yhlc0kr8tr4xqp5xu4v667v2lzac8rz2,yes,260801981570
drep1fp42csx4609rjnua2serlxp6u9hwva8k2kfzcn4c38n9jmtdju6,yes,832148289550
drep1nw0s4rsananj6d473p9uz9yh08jlpl8krc2gxgv2enrg6vuem45,yes,1830165203380
drep17elhnlgrtesye6vteywxytju8daptqz989vh83kcdlawwm6pteq,yes,1718130739
drep120m237kstm7pzywv5nwtjm8gj8dl55j9nupwlkapz77mgv7zu7l,yes,129750518700270
drep1pk0t0dhcs3vv6juetycqn6fhgfr8h670atffmelw22llj7ksvpt,yes,43198708123658
drep14l69ewnmc5h6uftda9ghs3mw49hdu7w93e9alhzxckp0v5pczql,yes,2577349478975
drep1xhmp3acuyjxfhj2sdrhg49cxm3s5lhpehu588vz6l5ygx5qlfvk,yes,5449209
drep15tv59ngt58zm9ps5dtg4v7a4mqztf57l8slkzfxdw2kfk8qdtdz,yes,718578949252
drep1xgzlpyy3pvywm5wvhkvyz9cpga5wylme6wdu6l9vn5g6cp38jdj,yes,36141915334342
drep160v90f47eeqscq9aglzh8qxv8plskgxjtj9qgplgsz0kwskskjs,yes,2136212207759
drep1qxykkykelgunkphfh4krkwevdk55qky0m8zwe5qnr7gfwum9g8d,yes,505440039299
drep1k3wde55ta4tzgjwzs3atre39nv0wlpz35manpgjfca7xwu7rnw2,yes,577597241615
drep1phvyckc7tqqlftyxqvp9fjdgczac4swsc7ssj26h785uxhwx0tt,yes,11861884949046
drep1hz77guw64qrxzg768lmfee8xgpvxvtfacy5ujnm44gr7zrfzy8l,no,58199244872
drep1hhdxjp3tx739uket5rrqfa0k6mmt9wpp3vtqjsaqu3zuuwvjw3w,yes,89381020809
drep1etgpm75kxaxns4umz3q6wjxpq84a28gf6pktjf94nm26vuxrmnn,no,21289062469
drep1quc69pf6vfe3jpuwzx4lrgznetn6a83lcpwxdevcfftf7pndqgm,yes,132276035295
drep1xet3sscmgq2ma7d495h3yxj7uxpmfxq0ja5nspsqaus7k9ugq3t,yes,18925205589348
drep1wu2sq9w43gaxr8y7w65tf7s5t6vnr26u4x49qajz5xnhu3qlvtl,yes,72696308333
drep1jnmmkfwpta0yuwjchw0gu6csh75vy62088egy9n67d0zc7sn83m,yes,407391805439268
drep136083nwmqj39uhe9huudjc43fu9njtv4j8p3zh97f7vvchlmwnj,yes,415791134
drep1qe2l8gw8v7ydswfp9twytxcc3wzwdq8npt55f3vnlgv2u8sx3nt,yes,393803066409331
drep1axjcgsgh9pc38sg4gnjgv2scpdzu5fjfkmg6pa5g9e5h7dkqusm,yes,939673005714
drep1n6gwr6wsyhawt2lewpssmqqnfu4ss75h0stc25lkpsl2q72gycy,yes,67036421216565
drep1kwquh5nf00lfhxmxafd6y6pgc25fvm0d8xx2rtaymtpjgyjagzn,yes,1440816627189
drep1y99u6r8vdexm854trlwt3svysy953tv7e855vs4rxvaqsqehclg,yes,64930877608710
drep16v76d0z26a2wta75f4lt0mm9t6jq75ua67zqcz58vzk4jh5yuhc,yes,22380067422387
drep1ksgfshrd46ld4f84kzsl2pwgs85q5k03lw2ejxvg29rhsspedpm,yes,2767414085569
drep1t2vz3lrh2vjxcah2mwdjlcsm9l2kxmqy4lqhnm7tawltsm6rugp,yes,5579276158741
drep1xz3vmptcqz60srhcdxgr5uxrwm948zul8e0g6wewdhm3w3u5cln,yes,5405434402142
drep1p3jqydmh3qpkfdvm075q94n0cc0r0ucuzuhh0k49fxkkyjw4stt,yes,19688668342
drep1wwmwukesapdkwzqycnfmtlva4hxdgmvuudxpczv88ujewk5tgkt,yes,26090672304692
drep_script1g2d3y3skgr806wj2ryhhc5ca3akx6vmppde87jq7kgknj5wf0ec,yes,228469134809014
drep1vzp4tgzwp35r7u9yv2ms58nn7rr3mqpcrsku3qc23mujvv9c8el,yes,1168131141048
drep1elaryel264kl9yzsyrrnah5v9r92l97t5p6hkl27uqueclk2k9t,yes,353687625404
drep1f8evkhwa3dt68kslhy5uazpr5ukvmydklyu0dzca8fugvul9s3s,yes,744539229063
drep1794apaznpyzr2ru4px52804nc90rtjvhqg6p4gvnnjemve07skk,yes,113819484852
drep1u3rxedper54sd8jfmkudltyhjh7x4y2c0hvj6e3j7j26xqmslxl,yes,635128623159
drep1ejcahd27mx7325aj9nda0xg5uydrngxgc8z8wrtz6lcn2gs2exg,yes,466377348801
drep1j9lhu5vjeetyx5g6caty4z908e47c0jmmd4747x0et7lu4506zv,yes,166419931731
drep1cms4dkt4669p9zerwmvp0jgwrj368lhtxzhel6jhn88kvtaptgz,yes,481084361163
drep15jspgw8ea9pw3w0fwyqam2lw58ulw7z6qhr8qyuah7j0yj962w7,yes,23222923709290
drep_script1aw98eaf7xjd0j78gr3jvam7w5ev6q42ehq7rsn8e8rsv53f4tml,yes,211273503530
drep1zl5s6j5p6wyw4ulw6zgsz7w8qjsgvyk5sa9n7f6q2st8sre6wvy,yes,11088436156524
drep1u05yg5ttgkchzpwly339xrc026x27unxjd6vd7dv7umzj2xns0e,yes,9483658564827
drep1qz8frp3eq58v3dcguhv0753yt9gf3g50plrxw8rxu2f2krf2p5d,no,88655450074293
drep1ms3y5jhm2aqpnn5qqhset8658nwgs67fsryrn64nhhpgczyc9ch,yes,827104926
drep19jtzh8h0gs6dcz9mcyyqlwunwhtregu9uwvntcmfdxxlyrgelza,yes,523982410154
drep12wy5ruujw0tef4uxhqd23gae8dqfn0sqh4mxmsxnqpz578tn3m0,yes,14061481390517
drep183kpqfxmxtttuu6jxyug4m4mzn24y6270p5pg7d80530kj4u6m4,yes,181710859028
drep12yyrn4qyat4r32zsw6u3dg6rl65j7q3ln3tdwadptgg9cy5clqj,yes,224781190588
drep1tu9z8p4hmhcylj6mg2tk7ah0xrhg94k74c57ppu608az2n037wa,yes,5391081389229
drep1zprs0z7slm4suzns3zz0u2agqey5tdy08r32s3gtcqtlqye94tw,yes,54619799854
drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,yes,80224753631177
drep1uygrv5qxyalmdgu0xdjh8ru6juae6426y6048fugyf97g4srzkn,yes,46782871736675
drep1sa9nnjjy4vkh64ln74zd4yj6dc3njv0sepz9nf4g97ctq8qfjpa,yes,3251096794707
drep1yzzd7prdl628lwac455e0sc5wtw2fldg3f2th6jg7r5c7pvf3mk,yes,27125291243441
drep1c6vahku876gmjqxtwhazf8qd3jjs4pwp4g8mkcmrfy5x67th9gu,yes,2389013327399
drep1gzutjmmzhr9lt330vcjgze9fhjrnhratsse0xz8dfr0k7vszuvm,yes,2095494461421
drep1l0yurnsfze54j5h0k9y8psus48nzc9geqh8sga3k7atngxrvmfl,yes,14997453985717
drep1gr4upcx238vns9gmlvc22sr6c2kse35hxww5n2pw86gcw6a39dg,yes,1107467419137
drep13d6sxkyz6st9h65qqrzd8ukpywhr8swe9f6357qntgjqye0gttd,yes,228737483925250
drep17h6rggykfz37srj63lkuah5rg9ed8tzwmwd2nqywl6u3yqvsasg,yes,33192612227903
drep16f203ahsan44w8xh65myl2j4k0pf8y9dsqkracyqtvwhy74judz,yes,17493401948160
drep1a2q7avv52f7ys6mnxvmwcaz4w6gsq60na3tn6ws0jc50gumz0h4,yes,95367577
drep1k5zdh24kmcdfnnl50yng9t7n33kq4mfzdetrh3ps2vx07famecw,yes,5253730172832
drep1jemjs67pzdu2f752qxrkcl8hl20yqkmpre46835nngtjxn7xqq6,yes,2403121024
drep12wnsskr7qmr9jaqdampwsqyexmz94supx88603g0r28ssnfrk4f,yes,279363882294
drep1gcw8ua25n6wswssjap75f5ecg4d4jzdnyrhcfeahep90w240qj5,yes,172558317031
drep1npqc9m60dg9a27e852jn8wse9h3l975qsgwgh22mmh2eqzrlsfc,yes,126789764037331
